model,F1,error
hrnet_w18_ssld.paddle_in1k,0.6589437552675911,
xcit_small_12_p16_384.fb_dist_in1k,0.7468869898684973,
regnetx_004_tv.tv2_in1k,0.562741562953512,
xcit_nano_12_p8_224.fb_in1k,0.6581803235829621,
mixnet_l.ft_in1k,0.6274189972323367,
xcit_tiny_12_p16_224.fb_dist_in1k,0.667011746106333,
resnetblur50.bt_in1k,0.5952384893932255,
caformer_s18.sail_in1k,0.6850316735935674,
dla34.in1k,0.5870955396639811,
crossvit_small_240.in1k,0.6357326078926309,
davit_tiny.msft_in1k,0.6708044847762153,
res2net50_26w_4s.in1k,0.5545793159380119,
regnety_160.deit_in1k,0.6213051779642087,
mobilevit_xxs.cvnets_in1k,0.6267457253391211,
cspresnet50.ra_in1k,0.5857856800749921,
mobilevitv2_200.cvnets_in1k,0.5136000767842508,
resnext50_32x4d.gluon_in1k,0.6090746164163517,
mobilevitv2_200.cvnets_in22k_ft_in1k_384,0.6450447151550104,
convnext_femto.d1_in1k,0.6937269912265588,
cs3sedarknet_x.c2ns_in1k,0.5320608896072607,
poolformerv2_s24.sail_in1k,0.7317572998557804,
volo_d2_224.sail_in1k,0.7687651508234227,
beitv2_base_patch16_224.in1k_ft_in1k,0.7489837727853736,
eca_resnet33ts.ra2_in1k,0.5399469440691618,
dla60x_c.in1k,0.5710810806111083,
dla60_res2next.in1k,0.6208661099889223,
tf_mixnet_m.in1k,0.6235083186614636,
tf_efficientnetv2_b3.in1k,0.6035366497185845,
xception71.tf_in1k,0.4373516380218749,
vit_tiny_r_s16_p8_224.augreg_in21k,0.698959867329142,
resnest50d.in1k,0.6562436683751741,
tf_efficientnet_b2.aa_in1k,0.5856862687817754,
resnet10t.c3_in1k,0.6659489961473376,
convformer_s18.sail_in22k_ft_in1k_384,0.6578804159424454,
resnetv2_101.a1h_in1k,0.5187735673847595,
vit_small_patch16_224.augreg_in1k,0.7384638503864726,
mobilevit_xs.cvnets_in1k,0.7321233978258631,
regnetz_d8.ra3_in1k,0.4996020075385485,
resnet18.tv_in1k,0.6209758930773472,
seresnext101_32x4d.gluon_in1k,0.5898889441760045,
resnetaa50.a1h_in1k,0.6249494806023224,
cs3darknet_l.c2ns_in1k,0.5792069474915795,
cait_s24_224.fb_dist_in1k,0.7013497269098596,
resnet50.d_in1k,0.6047672401569488,
xception65.tf_in1k,0.4919591686333107,
edgenext_base.usi_in1k,0.6640326090931103,
tf_efficientnet_b1.aa_in1k,0.5800684304156424,
gmixer_24_224.ra3_in1k,0.7320053003249753,
inception_resnet_v2.tf_in1k,0.4629818290325559,
inception_v3.gluon_in1k,0.4798692568620226,
mobilevitv2_125.cvnets_in1k,0.6069957331913489,
vit_base_patch32_clip_224.laion2b_ft_in1k,0.6766078611911504,
resnet18.fb_ssl_yfcc100m_ft_in1k,0.6232167979426636,
regnety_016.tv2_in1k,0.5909997164947054,
convnextv2_nano.fcmae_ft_in22k_in1k_384,0.6418574412123763,
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,0.6827687626038474,
crossvit_18_240.in1k,0.6792558638835504,
hrnet_w18_small.ms_in1k,0.6518628645019298,
xcit_tiny_24_p16_224.fb_dist_in1k,0.7219652728317227,
caformer_s18.sail_in1k_384,0.6973626065522106,
resnext50_32x4d.fb_swsl_ig1b_ft_in1k,0.6467938535591162,
edgenext_base.in21k_ft_in1k,0.6583743458504973,
darknet53.c2ns_in1k,0.5631493137110654,
resnet18.gluon_in1k,0.5912398165435455,
convnextv2_pico.fcmae,0.6524923026492581,
regnety_008.pycls_in1k,0.6503715647835583,
crossvit_9_dagger_240.in1k,0.6690958719118039,
resnet18d.ra2_in1k,0.5431323803402368,
volo_d1_224.sail_in1k,0.7560650627049479,
nest_small_jx.goog_in1k,0.6429536436492883,
resnet101s.gluon_in1k,0.5628221610968418,
convnext_atto_ols.a2_in1k,0.6564986244837966,
tf_efficientnet_cc_b1_8e.in1k,0.5794342142835747,
convnext_base.clip_laiona_320,0.646080740650784,
xcit_nano_12_p16_224.fb_dist_in1k,0.656422782468269,
legacy_seresnet18.in1k,0.5949478971620746,
resnet34.bt_in1k,0.5404625982973074,
seresnext101_32x8d.ah_in1k,0.5695368728574599,
tresnet_l.miil_in1k_448,0.5585595149909253,
dpn68b.mx_in1k,0.6075366186753741,
convnext_pico.d1_in1k,0.6822520603142627,
convformer_s18.sail_in1k_384,0.6733766199408354,
ecaresnet50t.ra2_in1k,0.5711961931583955,
regnetx_008.tv2_in1k,0.634321687583535,
tf_efficientnet_b3.ns_jft_in1k,0.5658360056458965,
tf_efficientnet_lite2.in1k,0.6072779639765189,
res2net101_26w_4s.in1k,0.7707133458852486,
mobilevitv2_150.cvnets_in1k,0.6391156812780775,
vit_relpos_medium_patch16_cls_224.sw_in1k,0.7245337444214325,
regnetx_002.pycls_in1k,0.5952934170057229,
efficientformerv2_s2.snap_dist_in1k,0.6613739372465028,
deit3_small_patch16_224.fb_in1k,0.6392542945676448,
legacy_seresnext26_32x4d.in1k,0.6447150576803431,
gcresnext26ts.ch_in1k,0.6415321081853388,
xception41.tf_in1k,0.4340240567421682,
tf_efficientnet_b2.ap_in1k,0.5232265205594336,
resnet34.gluon_in1k,0.5666644355047838,
regnetx_032.tv2_in1k,0.6377677840103864,
inception_v3.tf_in1k,0.546134535570721,
resnet18.fb_swsl_ig1b_ft_in1k,0.6055443252253574,
wide_resnet101_2.tv_in1k,0.5357693638673714,
convnextv2_tiny.fcmae,0.6851058783283258,
vit_relpos_small_patch16_224.sw_in1k,0.7244727039362001,
res2net50d.in1k,0.6135138153764891,
resnext101_32x8d.fb_ssl_yfcc100m_ft_in1k,0.6559619278851883,
dpn68b.ra_in1k,0.5602194247725305,
skresnet18.ra_in1k,0.5494895030523165,
SelecSls60b.in1k,0.5592659184989928,
regnety_002.pycls_in1k,0.6071840654798951,
cs3darknet_focus_l.c2ns_in1k,0.5405079083647933,
res2net50_26w_6s.in1k,0.5661050359835473,
regnety_004.pycls_in1k,0.5594177936088782,
inception_v4.tf_in1k,0.4373976843369964,
cs3se_edgenet_x.c2ns_in1k,0.4894485591553381,
tf_efficientnet_lite0.in1k,0.6090569006837724,
ese_vovnet39b.ra_in1k,0.5463916551411659,
cs3darknet_x.c2ns_in1k,0.5410063499713953,
edgenext_small_rw.sw_in1k,0.6543467600244633,
regnetx_004.pycls_in1k,0.5540369569434269,
resnet101d.ra2_in1k,0.5561980448524058,
convnextv2_tiny.fcmae_ft_in22k_in1k_384,0.6695693888245273,
convit_small.fb_in1k,0.6660263409357128,
mobilevitv2_075.cvnets_in1k,0.5599265233847411,
nf_regnet_b1.ra2_in1k,0.6354312928841979,
tf_efficientnet_lite4.in1k,0.4967389723352619,
resnet34.a1_in1k,0.557376314236453,
coat_mini.in1k,0.6810379297444882,
tf_efficientnet_b1.ns_jft_in1k,0.6386036392051955,
convnext_pico_ols.d1_in1k,0.6549520522904246,
seresnet33ts.ra2_in1k,0.5651012820871919,
pit_ti_distilled_224.in1k,0.7136240793611676,
res2net50_26w_8s.in1k,0.5663513058756746,
resnext50_32x4d.tv2_in1k,0.625341197081011,
levit_128.fb_dist_in1k,0.5641713253814583,
convnext_femto_ols.d1_in1k,0.7208265567274887,
cspdarknet53.ra_in1k,0.5748628212041835,
xcit_tiny_24_p16_384.fb_dist_in1k,0.6698498390561086,
resnet101.a1_in1k,0.5216782676375827,
mobilevitv2_100.cvnets_in1k,0.5729026608917279,
regnety_008_tv.tv2_in1k,0.6016225549670831,
convnext_atto.d2_in1k,0.6376416502161,
resnet200d.ra2_in1k,0.5956192754779909,
mobilevitv2_150.cvnets_in22k_ft_in1k_384,0.6406156162643861,
levit_256.fb_dist_in1k,0.5891812515773885,
pvt_v2_b0.in1k,0.6621371056648884,
coat_tiny.in1k,0.7088159301106332,
efficientnet_b2.ra_in1k,0.5809120839754021,
efficientnetv2_rw_t.ra2_in1k,0.5388339917421883,
tf_efficientnet_b3.aa_in1k,0.539562879276041,
edgenext_small.usi_in1k,0.6147591826550781,
cs3darknet_focus_m.c2ns_in1k,0.5737093917517267,
cait_xxs24_224.fb_dist_in1k,0.6732773517004578,
hrnet_w32.ms_in1k,0.5353980514365718,
regnety_160.lion_in12k_ft_in1k,0.8032612616071743,
convnextv2_femto.fcmae_ft_in1k,0.7205065336323417,
vit_srelpos_small_patch16_224.sw_in1k,0.7122609370523734,
cs3edgenet_x.c2_in1k,0.5642526807160732,
seresnext50_32x4d.racm_in1k,0.5900479405578701,
darknetaa53.c2ns_in1k,0.51138050123009,
regnety_064.ra3_in1k,0.6851501029112933,
gcresnext50ts.ch_in1k,0.6424022150207614,
dla60_res2net.in1k,0.6563303216083625,
eva02_small_patch14_224.mim_in22k,0.6748520050521231,
tf_efficientnet_b0.ns_jft_in1k,0.6557602585052907,
tf_efficientnet_b2.in1k,0.5981433659694377,
convformer_s36.sail_in22k_ft_in1k_384,0.6343998729570649,
tf_efficientnet_b1.ap_in1k,0.6078383367600152,
regnetz_c16.ra3_in1k,0.633458143139127,
resmlp_24_224.fb_distilled_in1k,0.7224184940959069,
seresnet152d.ra2_in1k,0.5973084790325421,
deit3_small_patch16_224.fb_in22k_ft_in1k,0.6784253011622643,
resnext101_32x4d.fb_swsl_ig1b_ft_in1k,0.829959146955031,
tf_efficientnetv2_s.in1k,0.5771573110244939,
hrnet_w48.ms_in1k,0.6868252625367122,
seresnextaa101d_32x8d.ah_in1k,0.5359447395373608,
levit_conv_128s.fb_dist_in1k,0.5473622349368945,
tf_efficientnet_b4.ap_in1k,0.4530620659912341,
convmixer_1024_20_ks9_p14.in1k,0.5614276332226715,
convnextv2_femto.fcmae,0.5354825306250226,
cait_xxs36_224.fb_dist_in1k,0.6628762941295028,
levit_192.fb_dist_in1k,0.5550401605969599,
wide_resnet50_2.racm_in1k,0.5901628054060062,
tf_efficientnet_b3.ap_in1k,0.4987095745029082,
convnextv2_nano.fcmae,0.6590526370739036,
xcit_tiny_24_p16_224.fb_in1k,0.7094169991676689,
cs3sedarknet_l.c2ns_in1k,0.5451697946081224,
tf_efficientnet_b5.ra_in1k,0.4496828888489416,
gcresnet33ts.ra2_in1k,0.575430021768854,
cs3darknet_m.c2ns_in1k,0.6198854636256622,
gc_efficientnetv2_rw_t.agc_in1k,0.5830034849440533,
res2next50.in1k,0.6886574974325783,
tnt_s_patch16_224,0.7405457021289241,
xcit_nano_12_p16_224.fb_in1k,0.6557136512551284,
inception_resnet_v2.tf_ens_adv_in1k,0.5411049026510234,
xception65.ra3_in1k,0.3812800667824458,
edgenext_xx_small.in1k,0.524012346493081,
regnetx_006.pycls_in1k,0.6074389799246279,
tf_efficientnet_b5.ns_jft_in1k,0.5273535109182896,
nest_tiny_jx.goog_in1k,0.6667055075455753,
eva02_tiny_patch14_224.mim_in22k,0.7046719931388793,
efficientnet_b3.ra2_in1k,0.5336752492747844,
gmlp_s16_224.ra3_in1k,0.6869997604462582,
convnextv2_atto.fcmae,0.5979925377845888,
SelecSls60.in1k,0.6007138606152794,
mobilevitv2_175.cvnets_in1k,0.5995185470158748,
tf_efficientnet_b2.ns_jft_in1k,0.5946244773020799,
levit_128s.fb_dist_in1k,0.5623221265594203,
tresnet_l.miil_in1k,0.6235626439954274,
regnety_320.seer_ft_in1k,0.5554803630333742,
regnetz_040.ra3_in1k,0.5498521702246034,
dla46_c.in1k,0.5569260604641115,
tf_efficientnet_b5.ap_in1k,0.48856070905592,
resnet61q.ra2_in1k,0.5619500473245165,
resnet34d.ra2_in1k,0.4985682707209579,
hrnet_w40.ms_in1k,0.6486350619727653,
xcit_tiny_12_p16_384.fb_dist_in1k,0.6930249926379777,
tf_efficientnet_lite3.in1k,0.5765870681923665,
inception_v3.tf_adv_in1k,0.4999229374986167,
mobilevitv2_050.cvnets_in1k,0.4990966932356631,
tf_efficientnet_cc_b0_4e.in1k,0.580857543401657,
tf_efficientnet_b4.in1k,0.5242564774656653,
xcit_tiny_12_p16_224.fb_in1k,0.6723167718893855,
convnextv2_nano.fcmae_ft_in22k_in1k,0.6791785942048542,
skresnet34.ra_in1k,0.4938684867332502,
resnext50_32x4d.a1h_in1k,0.6133912407247898,
resnet152.a1h_in1k,0.5323848849718489,
xception41p.ra3_in1k,0.5444025900598293,
levit_conv_128.fb_dist_in1k,0.4783159010658331,
xcit_nano_12_p16_384.fb_dist_in1k,0.6396529441480658,
coat_lite_tiny.in1k,0.7677106132423007,
mobilevit_s.cvnets_in1k,0.7026892791779384,
regnety_004.tv2_in1k,0.5656628982586465,
levit_conv_192.fb_dist_in1k,0.4301129355050668,
tf_efficientnet_b3.in1k,0.4699295478444125,
caformer_s36.sail_in1k_384,0.6777230356025592,
inception_v3.tv_in1k,0.5149354324792468,
efficientformerv2_s0.snap_dist_in1k,0.5785656839452468,
xception65p.ra3_in1k,0.573398374415831,
efficientnetv2_rw_m.agc_in1k,0.485144265825202,
tf_efficientnet_b5.aa_in1k,0.4647388428116781,
xcit_nano_12_p8_384.fb_dist_in1k,0.7219094975530528,
tf_efficientnetv2_m.in1k,0.4867306994618652,
efficientnet_b4.ra2_in1k,0.5200331347953945,
tf_efficientnet_b4.aa_in1k,0.528741413446302,
efficientnetv2_rw_s.ra2_in1k,0.5508566680376044,
convnextv2_atto.fcmae_ft_in1k,0.6754900934684047,
caformer_s36.sail_in1k,0.6823342353885076,
tf_efficientnet_b4.ns_jft_in1k,0.5079993968629584,
edgenext_x_small.in1k,0.5867012931562653,
tf_efficientnet_b5.in1k,0.54228320197076,
